0 -3048.109605665496 0.0018
100 3042.589223746716 0.0578
200 3125.8722114331017 0.1126
300 3147.1339921199196 0.2011
400 3154.1837058382425 0.2555
500 3155.7977956165373 0.3077
600 3156.297579003476 0.3607
700 3156.6136923029876 0.4225
800 3156.9740060700415 0.475
900 3157.4660767985974 0.5538
1000 3158.071829506236 0.6068
1100 3158.68486276812 0.6635
1200 3159.2172252536666 0.715
1300 3159.643245781906 0.7649
1400 3159.971518980073 0.8178
1500 3160.2202639042343 0.8688
1600 3160.407420932296 0.9489
1700 3160.54785879273 1.0024
1701 3160.5490689296644 1.0057
1800 3160.6531471953385 1.0602
1900 3160.732068660252 1.1148
2000 3160.7912311042123 1.1719
2100 3160.8355946013003 1.2287
2200 3160.8688822969666 1.2845
2300 3160.893889755615 1.3776
2400 3160.9127158126216 1.4355
2500 3160.9269351657117 1.4906
2600 3160.9377278019956 1.5441
2700 3160.945976545952 1.5997
2800 3160.952340771633 1.6538
2900 3160.957312056938 1.7442
3000 3160.961256227775 1.8022
3100 3160.9644452332413 1.8614
3200 3160.967081066163 1.9152
3300 3160.9693136388855 1.9689
3369 3160.9706783974366 2.0081
3400 3160.9712541889503 2.0261
3500 3160.972985303179 2.0804
3600 3160.974568380474 2.1656
3700 3160.976049205398 2.2248
3800 3160.9774620861604 2.2816
3900 3160.9788329066364 2.336
4000 3160.980181393286 2.3941
4100 3160.9815227789786 2.4513
4200 3160.9828690370505 2.5075
4300 3160.984229779649 2.5925
4400 3160.985612906136 2.647
4500 3160.9870254536468 2.7058
4600 3160.9884766431433 2.7641
4700 3160.989971551998 2.8222
4800 3160.991513562219 2.8787
4900 3160.9931055002276 2.9317
4998 3160.994716190811 3.01
5000 3160.9947495951114 3.0127
5100 3160.9964473965333 3.0652
5200 3160.9981997474647 3.1203
5300 3161.0000067783917 3.1766
5400 3161.001867447102 3.2302
5500 3161.0037795572434 3.2846
5600 3161.0057398026165 3.3647
5700 3161.0077437994955 3.4188
5800 3161.0097860007086 3.4733
5900 3161.0118596441994 3.5278
6000 3161.0139568607733 3.5808
6100 3161.0160690668904 3.6343
6200 3161.0181874822797 3.6874
6300 3161.0203033795055 3.7679
6400 3161.022408050771 3.8229
6500 3161.024492938379 3.8756
6600 3161.026550152737 3.932
6700 3161.028572711762 3.9876
6745 3161.029469920418 4.0122
6800 3161.0305546143827 4.0432
6900 3161.032490927387 4.0963
7000 3161.03437782003 4.1753
7100 3161.0362124615167 4.2287
7200 3161.037992917033 4.2819
7300 3161.039718028237 4.336
7400 3161.04138727539 4.3918
7500 3161.043000667948 4.4477
7600 3161.0445586303404 4.5066
7700 3161.046061894801 4.5935
7800 3161.0475114150972 4.6479
7900 3161.0489083047764 4.7047
8000 3161.0502537915895 4.761
8100 3161.0515508868143 4.8175
8200 3161.052801936515 4.8769
8300 3161.0540076265565 4.9582
8400 3161.055168804964 5.0128
8401 3161.0551801951656 5.0153
8500 3161.056286442519 5.0706
8600 3161.0573616009488 5.1301
8700 3161.058395408255 5.1892
8800 3161.0593890374435 5.2487
8900 3161.060343688395 5.3066
9000 3161.0612605788333 5.3853
9100 3161.0621409346622 5.4429
9200 3161.06298598136 5.5029
9300 3161.063796936575 5.5661
9400 3161.064575004209 5.6256
9500 3161.0653213693554 5.6842
9600 3161.0660371935437 5.7453
9700 3161.066723612214 5.8261
9800 3161.067381732792 5.8838
9900 3161.0680126349675 5.9415
10000 3161.0686173698314 5.9985
10031 3161.0687996848674 6.0172
10100 3161.0691969584054 6.0559
10200 3161.0697523901194 6.1145
10300 3161.0702846236168 6.1708
10400 3161.0707945869035 6.246
10500 3161.071283177093 6.2993
10600 3161.071751260749 6.3528
10700 3161.0721996738157 6.406
10800 3161.0726292222225 6.4603
10900 3161.073040682404 6.5143
11000 3161.073434801962 6.593
11100 3161.0738123003225 6.6435
11200 3161.074173869373 6.6956
11300 3161.074520174152 6.749
11400 3161.074851853375 6.8024
11500 3161.0751695203553 6.8558
11600 3161.0754737640195 6.9094
11700 3161.0757651497906 6.9899
11756 3161.0759229127016 7.0199
11800 3161.076044220321 7.0437
11900 3161.0763114961665 7.0943
12000 3161.0765674766612 7.1442
12100 3161.0768126406274 7.1948
12200 3161.0770474471024 7.2445
12300 3161.077272336136 7.295
12400 3161.0774877293766 7.3684
12500 3161.077694030869 7.416
12600 3161.0778916275362 7.4649
12700 3161.0780808901077 7.5143
12800 3161.0782621737217 7.5634
12900 3161.0784358183837 7.614
13000 3161.0786021498006 7.663
13100 3161.0787614798587 7.7405
13200 3161.078914107253 7.7895
13300 3161.0790603180417 7.8386
13400 3161.0792003859624 7.8893
13500 3161.079334573264 7.9392
13600 3161.0794631308468 7.9892
13663 3161.0795413401447 8.022
13700 3161.079586299004 8.0411
13800 3161.079704307718 8.1176
13900 3161.079817377068 8.1669
14000 3161.0799257177764 8.2169
14100 3161.080029531416 8.2672
14200 3161.080129011002 8.3162
14200 3161.080129011002 8.3178
-1 3161.080129011002 8.3196
