0 -4336.530398693639 0.0015
100 3053.378756637061 0.0575
200 3103.9132599961154 0.111
300 3122.0879636622126 0.1658
400 3142.7528839869333 0.2197
500 3152.432042253686 0.2941
600 3154.886297494173 0.3478
700 3155.492593852528 0.4038
800 3155.679279830898 0.4576
900 3155.751461265197 0.5118
1000 3155.7882894737495 0.5669
1100 3155.8211608068214 0.6486
1200 3155.8756695492943 0.6988
1300 3155.9903519404265 0.7534
1400 3156.2251834633166 0.8072
1500 3156.6304764673814 0.8623
1600 3157.1629700777253 0.9186
1700 3157.6941610491854 0.9746
1737 3157.8712202312204 1.0177
1800 3158.1422761136664 1.05
1900 3158.496591823758 1.1043
2000 3158.771066268306 1.1595
2100 3158.9825706285005 1.2147
2200 3159.1457135100213 1.2699
2300 3159.2720430480535 1.3245
2400 3159.3703661871864 1.3983
2500 3159.4473059387183 1.4521
2600 3159.507826919536 1.5073
2700 3159.555660157779 1.5626
2800 3159.593625462891 1.6169
2900 3159.623869040665 1.6708
3000 3159.6480367563695 1.7446
3100 3159.6674001826914 1.7966
3200 3159.682948588726 1.8513
3300 3159.6954565026135 1.906
3400 3159.7055337402167 1.9601
3500 3159.7136627888744 2.0142
3507 3159.7141692784126 2.0191
3600 3159.7202270012563 2.0693
3700 3159.725532054388 2.1412
3800 3159.7298224226824 2.1955
3900 3159.7332941245186 2.25
4000 3159.736104655425 2.3035
4100 3159.7383807779893 2.3576
4200 3159.7402246646857 2.4115
4300 3159.741718764395 2.4845
4400 3159.7429296740547 2.5384
4500 3159.7439112285356 2.5924
4600 3159.7447069743716 2.6462
4700 3159.745352154317 2.6998
4800 3159.7458753029505 2.753
4900 3159.7462995316055 2.827
5000 3159.7466435643437 2.8778
5100 3159.7469225743585 2.9318
5200 3159.7471488595656 2.9854
5266 3159.747274249442 3.021
5300 3159.7473323890245 3.04
5400 3159.7474812449905 3.0936
5500 3159.74760198062 3.1465
5600 3159.747699909714 3.2182
5600 3159.747699909714 3.2196
-1 3159.747699909714 3.2209
